product_id,unit_price,unit_cost
7175,21,18.9
7176,35,31.5
7177,38,34.2
7178,20,18
7179,43,38.7
7180,15,13.5
7181,15,13.5
7182,16,14.4
7183,7,6.3
7184,39,35.1
7185,50,45
7186,19,17.1
7187,48,43.2
7188,5,4.5
7189,30,27
7190,38,34.2
7191,9,8.1
7192,35,31.5
7193,39,35.1
7194,40,36
7195,38,34.2
7196,14,12.6
7197,8,7.2
7198,9,8.1
7199,14,12.6
7200,21,18.9
7201,23,20.7
7202,32,28.8
7203,22,19.8
7204,15,13.5
7205,13,11.7
7206,19,17.1
7207,10,9
7208,33,29.7
7209,24,21.6
7210,17,15.3
7211,10,9
7212,6,5.4
7213,42,37.8
7214,42,37.8
7215,35,31.5
7216,46,41.4
7217,44,39.6
7218,5,4.5
7219,8,7.2
7220,11,9.9
7221,34,30.6
7222,44,39.6
7223,38,34.2
7224,44,39.6
7225,49,44.1
7226,45,40.5
7227,39,35.1
7228,33,29.7
7229,10,9
7230,26,23.4
7231,17,15.3
7232,29,26.1
7233,23,20.7
7234,43,38.7
7235,50,45
7236,33,29.7
7237,43,38.7
7238,27,24.3
7239,10,9
7240,28,25.2
7241,22,19.8
7242,9,8.1
7243,25,22.5
7244,36,32.4
7245,14,12.6
7246,33,29.7
7247,48,43.2
7248,6,5.4
7249,38,34.2
7250,38,34.2
7251,50,45
7252,23,20.7
7253,26,23.4
7254,43,38.7
7255,9,8.1
7256,9,8.1
7257,39,35.1
7258,43,38.7
7259,39,35.1
7260,29,26.1
7261,25,22.5
7262,12,10.8
7263,40,36
7264,20,18
7265,27,24.3
7266,15,13.5
7267,28,25.2
7268,29,26.1
7269,26,23.4
7270,40,36
7271,26,23.4
7272,8,7.2
7273,44,39.6
7274,27,24.3
7275,46,41.4
7276,39,35.1
7277,22,19.8
7278,41,36.9
7279,11,9.9
7280,17,15.3
7281,44,39.6
7282,41,36.9
7283,19,17.1
7284,15,13.5
7285,42,37.8
7286,38,34.2
7287,43,38.7
7288,27,24.3
7289,24,21.6
7290,12,10.8
7291,49,44.1
7292,22,19.8
7293,10,9
7294,10,9
7295,5,4.5
7296,35,31.5
7297,31,27.9
7298,22,19.8
7299,31,27.9
7300,22,19.8
7301,32,28.8
7302,16,14.4
7303,14,12.6
7304,49,44.1
7305,24,21.6
7306,43,38.7
7307,34,30.6
7308,17,15.3
7309,17,15.3
7310,31,27.9
7311,37,33.3
7312,32,28.8
7313,11,9.9
7314,27,24.3
7315,31,27.9
7316,17,15.3
7317,27,24.3
7318,22,19.8
7319,27,24.3
7320,10,9
7321,29,26.1
7322,26,23.4
7323,15,13.5
7324,46,41.4
7325,43,38.7
7326,44,39.6
7327,48,43.2
7328,28,25.2
7329,35,31.5
7330,38,34.2
7331,18,16.2
7332,45,40.5
7333,49,44.1
7334,47,42.3
7335,40,36
7336,5,4.5
7337,19,17.1
7338,49,44.1
7339,27,24.3
7340,7,6.3
7341,8,7.2
7342,49,44.1
7343,48,43.2
7344,20,18
7345,37,33.3
7346,8,7.2
7347,41,36.9
7348,47,42.3
7349,13,11.7
7350,50,45
7351,15,13.5
7352,44,39.6
7353,16,14.4
7354,35,31.5
7355,21,18.9
7356,9,8.1
7357,40,36
7358,40,36
7359,27,24.3
7360,13,11.7
7361,33,29.7
7362,25,22.5
7363,6,5.4
7364,49,44.1
7365,47,42.3
7366,45,40.5
7367,23,20.7
7368,5,4.5
7369,5,4.5
7370,47,42.3
7371,28,25.2
7372,21,18.9
7373,18,16.2
7374,48,43.2
7375,10,9
7376,9,8.1
7377,10,9
7378,13,11.7
7379,28,25.2
7380,37,33.3
7381,43,38.7
7382,46,41.4
7383,49,44.1
7384,15,13.5
7385,22,19.8
7386,35,31.5
7387,5,4.5
7388,41,36.9
7389,21,18.9
7390,45,40.5
7391,48,43.2
7392,11,9.9
7393,33,29.7
7394,34,30.6
7395,31,27.9
7396,37,33.3
7397,19,17.1
7398,9,8.1
7399,12,10.8
7400,13,11.7
7401,24,21.6
7402,32,28.8
7403,32,28.8
7404,41,36.9
7405,34,30.6
7406,45,40.5
7407,16,14.4
7408,9,8.1
7409,15,13.5
7410,27,24.3
7411,38,34.2
7412,7,6.3
7413,45,40.5
7414,11,9.9
7415,47,42.3
7416,49,44.1
7417,19,17.1
7418,43,38.7
7419,37,33.3
7420,31,27.9
7421,39,35.1
7422,31,27.9
7423,40,36
7424,31,27.9
7425,12,10.8
7426,30,27
7427,39,35.1
7428,16,14.4
7429,13,11.7
7430,15,13.5
7431,14,12.6
7432,19,17.1
7433,49,44.1
7434,21,18.9
7435,32,28.8
7436,30,27
7437,13,11.7
7438,14,12.6
7439,13,11.7
7440,48,43.2
7441,37,33.3
7442,26,23.4
7443,50,45
7444,47,42.3
7445,37,33.3
7446,30,27
7447,35,31.5
7448,20,18
7449,45,40.5
7450,7,6.3
7451,49,44.1
7452,6,5.4
7453,42,37.8
7454,34,30.6
7455,15,13.5
7456,47,42.3
7457,37,33.3
7458,26,23.4
7459,41,36.9
7460,22,19.8
7461,17,15.3
7462,36,32.4
7463,7,6.3
7464,43,38.7
7465,10,9
7466,45,40.5
7467,15,13.5
7468,16,14.4
7469,47,42.3
7470,33,29.7
7471,45,40.5
7472,37,33.3
7473,29,26.1
7474,7,6.3
7475,19,17.1
7476,6,5.4
7477,43,38.7
7478,32,28.8
7479,34,30.6
7480,8,7.2
7481,38,34.2
7482,15,13.5
7483,23,20.7
7484,30,27
7485,10,9
7486,24,21.6
7487,23,20.7
7488,9,8.1
7489,34,30.6
7490,43,38.7
7491,50,45
7492,22,19.8
7493,9,8.1
7494,49,44.1
7495,28,25.2
7496,42,37.8
7497,37,33.3
7498,7,6.3
7499,13,11.7
7500,45,40.5
7501,43,38.7
7502,45,40.5
7503,37,33.3
7504,39,35.1
7505,23,20.7
7506,28,25.2
7507,22,19.8
7508,48,43.2
7509,28,25.2
7510,42,37.8
7511,23,20.7
7512,48,43.2
7513,31,27.9
7514,14,12.6
7515,37,33.3
7516,32,28.8
7517,31,27.9
7518,37,33.3
7519,31,27.9
7520,31,27.9
7521,25,22.5
7522,41,36.9
7523,10,9
7524,26,23.4
7525,42,37.8
7526,15,13.5
7527,20,18
7528,28,25.2
7529,40,36
7530,22,19.8
7531,8,7.2
7532,15,13.5
7533,32,28.8
7534,7,6.3
7535,32,28.8
7536,13,11.7
7537,10,9
7538,8,7.2
7539,50,45
7540,7,6.3
7541,19,17.1
7542,38,34.2
7543,10,9
7544,25,22.5
7545,24,21.6
7546,30,27
7547,14,12.6
7548,10,9
7549,16,14.4
7550,50,45
7551,18,16.2
7552,27,24.3
7553,20,18
7554,21,18.9
7555,24,21.6
7556,38,34.2
7557,8,7.2
7558,15,13.5
7559,23,20.7
7560,27,24.3
7561,32,28.8
7562,14,12.6
7563,9,8.1
7564,16,14.4
7565,47,42.3
7566,47,42.3
7567,34,30.6
7568,13,11.7
7569,5,4.5
7570,27,24.3
7571,30,27
7572,39,35.1
7573,20,18
7574,25,22.5
7575,25,22.5
7576,8,7.2
7577,6,5.4
7578,8,7.2
7579,44,39.6
7580,17,15.3
7581,13,11.7
7582,6,5.4
7583,45,40.5
7584,34,30.6
7585,48,43.2
7586,34,30.6
7587,31,27.9
7588,43,38.7
7589,33,29.7
7590,17,15.3
7591,5,4.5
7592,30,27
7593,19,17.1
7594,5,4.5
7595,50,45
7596,34,30.6
7597,47,42.3
7598,48,43.2
7599,50,45
7600,8,7.2
7601,32,28.8
7602,29,26.1
7603,12,10.8
7604,46,41.4
7605,21,18.9
7606,9,8.1
7607,6,5.4
7608,40,36
7609,10,9
7610,16,14.4
7611,8,7.2
7612,19,17.1
7613,37,33.3
7614,17,15.3
7615,25,22.5
7616,20,18
7617,23,20.7
7618,19,17.1
7619,8,7.2
7620,39,35.1
7621,15,13.5
7622,47,42.3
7623,44,39.6
7624,6,5.4
7625,39,35.1
7626,24,21.6
7627,13,11.7
7628,42,37.8
7629,47,42.3
7630,47,42.3
7631,37,33.3
7632,34,30.6
7633,37,33.3
7634,16,14.4
7635,8,7.2
7636,33,29.7
7637,36,32.4
7638,32,28.8
7639,24,21.6
7640,46,41.4
7641,50,45
7642,10,9
7643,42,37.8
7644,36,32.4
7645,38,34.2
7646,27,24.3
7647,45,40.5
7648,32,28.8
7649,32,28.8
7650,15,13.5
7651,46,41.4
7652,8,7.2
7653,25,22.5
7654,9,8.1
7655,25,22.5
7656,42,37.8
7657,43,38.7
7658,31,27.9
7659,13,11.7
7660,19,17.1
7661,30,27
7662,27,24.3
7663,8,7.2
7664,29,26.1
7665,46,41.4
7666,41,36.9
7667,28,25.2
7668,27,24.3
7669,18,16.2
7670,14,12.6
7671,27,24.3
7672,25,22.5
7673,46,41.4
7674,9,8.1
7675,14,12.6
7676,41,36.9
7677,27,24.3
7678,33,29.7
7679,23,20.7
7680,40,36
7681,42,37.8
7682,42,37.8
7683,27,24.3
7684,39,35.1
7685,20,18
7686,8,7.2
7687,32,28.8
7688,16,14.4
7689,40,36
7690,30,27
7691,39,35.1
7692,7,6.3
7693,50,45
7694,28,25.2
7695,34,30.6
7696,41,36.9
7697,31,27.9
7698,20,18
7699,21,18.9
7700,49,44.1
7701,27,24.3
7702,21,18.9
7703,49,44.1
7704,22,19.8
7705,48,43.2
7706,42,37.8
7707,45,40.5
7708,28,25.2
7709,34,30.6
7710,31,27.9
7711,49,44.1
7712,49,44.1
7713,34,30.6
7714,22,19.8
7715,50,45
7716,8,7.2
7717,38,34.2
7718,45,40.5
7719,8,7.2
7720,10,9
7721,6,5.4
7722,29,26.1
7723,30,27
7724,44,39.6
7725,27,24.3
7726,48,43.2
7727,46,41.4
7728,45,40.5
7729,34,30.6
7730,38,34.2
7731,34,30.6
7732,36,32.4
7733,25,22.5
7734,7,6.3
7735,16,14.4
7736,40,36
7737,8,7.2
7738,16,14.4
7739,45,40.5
7740,21,18.9
7741,7,6.3
7742,40,36
7743,32,28.8
7744,35,31.5
7745,10,9
7746,5,4.5
7747,27,24.3
7748,41,36.9
7749,35,31.5
7750,40,36
7751,6,5.4
7752,29,26.1
7753,38,34.2
7754,26,23.4
7755,12,10.8
7756,40,36
7757,16,14.4
7758,31,27.9
7759,21,18.9
7760,36,32.4
7761,41,36.9
7762,25,22.5
7763,17,15.3
7764,50,45
7765,18,16.2
7766,31,27.9
7767,7,6.3
7768,13,11.7
7769,8,7.2
7770,39,35.1
7771,21,18.9
7772,9,8.1
7773,40,36
7774,7,6.3
7775,39,35.1
7776,31,27.9
7777,29,26.1
7778,15,13.5
7779,39,35.1
7780,6,5.4
7781,27,24.3
7782,22,19.8
7783,14,12.6
7784,33,29.7
7785,47,42.3
7786,33,29.7
7787,10,9
7788,35,31.5
7789,25,22.5
7790,10,9
7791,43,38.7
7792,20,18
7793,8,7.2
7794,16,14.4
7795,32,28.8
7796,29,26.1
7797,7,6.3
7798,6,5.4
7799,32,28.8
7800,45,40.5
7801,9,8.1
7802,42,37.8
7803,38,34.2
7804,9,8.1
7805,21,18.9
7806,38,34.2
7807,24,21.6
7808,38,34.2
7809,23,20.7
7810,44,39.6
7811,33,29.7
7812,46,41.4
7813,30,27
7814,21,18.9
7815,26,23.4
7816,33,29.7
7817,19,17.1
7818,12,10.8
7819,17,15.3
7820,7,6.3
7821,27,24.3
7822,48,43.2
7823,33,29.7
7824,5,4.5
7825,21,18.9
7826,35,31.5
7827,8,7.2
7828,36,32.4
7829,44,39.6
7830,45,40.5
7831,34,30.6
7832,33,29.7
7833,44,39.6
7834,9,8.1
7835,32,28.8
7836,5,4.5
7837,41,36.9
7838,20,18
7839,27,24.3
7840,13,11.7
7841,38,34.2
7842,41,36.9
7843,10,9
7844,23,20.7
7845,36,32.4
7846,41,36.9
7847,50,45
7848,47,42.3
7849,38,34.2
7850,26,23.4
7851,17,15.3
7852,22,19.8
7853,19,17.1
7854,33,29.7
7855,17,15.3
7856,5,4.5
7857,26,23.4
7858,37,33.3
7859,32,28.8
7860,19,17.1
7861,26,23.4
7862,37,33.3
7863,36,32.4
7864,41,36.9
7865,23,20.7
7866,6,5.4
7867,30,27
7868,21,18.9
7869,25,22.5
7870,31,27.9
7871,44,39.6
7872,35,31.5
7873,17,15.3
7874,42,37.8
7875,41,36.9
7876,15,13.5
7877,48,43.2
7878,30,27
7879,48,43.2
7880,37,33.3
7881,9,8.1
7882,18,16.2
7883,7,6.3
7884,26,23.4
7885,10,9
7886,49,44.1
7887,14,12.6
7888,39,35.1
7889,15,13.5
7890,22,19.8
7891,30,27
7892,33,29.7
7893,24,21.6
7894,50,45
7895,26,23.4
7896,12,10.8
7897,30,27
7898,26,23.4
7899,10,9
7900,15,13.5
7901,39,35.1
7902,48,43.2
7903,30,27
7904,23,20.7
7905,11,9.9
7906,40,36
7907,14,12.6
7908,30,27
7909,27,24.3
7910,48,43.2
7911,42,37.8
7912,25,22.5
7913,7,6.3
7914,40,36
7915,9,8.1
7916,30,27
7917,44,39.6
7918,45,40.5
7919,49,44.1
7920,34,30.6
7921,22,19.8
7922,36,32.4
7923,5,4.5
7924,24,21.6
7925,28,25.2
7926,50,45
7927,44,39.6
7928,40,36
7929,33,29.7
7930,27,24.3
7931,46,41.4
7932,43,38.7
7933,46,41.4
7934,14,12.6
7935,50,45
7936,31,27.9
7937,5,4.5
7938,50,45
7939,40,36
7940,15,13.5
7941,25,22.5
7942,39,35.1
7943,16,14.4
7944,19,17.1
7945,35,31.5
7946,13,11.7
7947,24,21.6
7948,48,43.2
7949,6,5.4
7950,31,27.9
7951,18,16.2
7952,22,19.8
7953,24,21.6
7954,8,7.2
7955,33,29.7
7956,18,16.2
7957,45,40.5
7958,20,18
7959,15,13.5
7960,32,28.8
7961,11,9.9
7962,34,30.6
7963,37,33.3
7964,9,8.1
7965,22,19.8
7966,33,29.7
7967,15,13.5
7968,33,29.7
7969,26,23.4
7970,49,44.1
7971,11,9.9
7972,21,18.9
7973,41,36.9
7974,37,33.3
7975,5,4.5
7976,26,23.4
7977,38,34.2
7978,20,18
7979,23,20.7
7980,49,44.1
7981,44,39.6
7982,10,9
7983,40,36
7984,16,14.4
7985,49,44.1
7986,13,11.7
7987,12,10.8
7988,6,5.4
7989,32,28.8
7990,12,10.8
7991,50,45
7992,38,34.2
7993,48,43.2
7994,34,30.6
7995,6,5.4
7996,47,42.3
7997,10,9
7998,7,6.3
7999,17,15.3
8000,34,30.6
8001,19,17.1
8002,12,10.8
8003,26,23.4
8004,49,44.1
8005,47,42.3
8006,23,20.7
8007,38,34.2
8008,29,26.1
8009,32,28.8
8010,11,9.9
8011,30,27
8012,19,17.1
8013,38,34.2
8014,47,42.3
8015,12,10.8
8016,41,36.9
8017,20,18
8018,27,24.3
8019,30,27
8020,47,42.3
8021,25,22.5
8022,14,12.6
8023,18,16.2
8024,39,35.1
8025,13,11.7
8026,14,12.6
8027,49,44.1
8028,50,45
8029,40,36
8030,15,13.5
8031,35,31.5
8032,14,12.6
8033,33,29.7
8034,25,22.5
8035,38,34.2
8036,37,33.3
8037,45,40.5
8038,26,23.4
8039,35,31.5
8040,9,8.1
8041,37,33.3
8042,23,20.7
8043,6,5.4
8044,28,25.2
8045,43,38.7
8046,42,37.8
8047,39,35.1
8048,17,15.3
8049,25,22.5
8050,47,42.3
8051,20,18
8052,45,40.5
8053,26,23.4
8054,15,13.5
8055,38,34.2
8056,41,36.9
8057,29,26.1
8058,37,33.3
8059,6,5.4
8060,16,14.4
8061,21,18.9
8062,34,30.6
8063,20,18
8064,46,41.4
8065,13,11.7
8066,16,14.4
8067,29,26.1
8068,43,38.7
8069,28,25.2
8070,44,39.6
8071,43,38.7
8072,45,40.5
8073,22,19.8
8074,5,4.5
8075,44,39.6
8076,13,11.7
8077,40,36
8078,23,20.7
8079,23,20.7
8080,24,21.6
8081,45,40.5
8082,18,16.2
8083,50,45
8084,17,15.3
8085,6,5.4
8086,6,5.4
8087,17,15.3
8088,9,8.1
8089,31,27.9
8090,18,16.2
8091,33,29.7
8092,13,11.7
8093,46,41.4
8094,14,12.6
8095,42,37.8
8096,18,16.2
8097,45,40.5
8098,18,16.2
8099,46,41.4
8100,44,39.6
8101,29,26.1
8102,27,24.3
8103,8,7.2
8104,32,28.8
8105,22,19.8
8106,30,27
8107,14,12.6
8108,41,36.9
8109,42,37.8
8110,32,28.8
8111,16,14.4
8112,48,43.2
8113,36,32.4
8114,38,34.2
8115,11,9.9
8116,37,33.3
8117,38,34.2
8118,25,22.5
8119,40,36
8120,38,34.2
8121,26,23.4
8122,29,26.1
8123,21,18.9
8124,10,9
8125,21,18.9
8126,25,22.5
8127,5,4.5
8128,25,22.5
8129,22,19.8
8130,15,13.5
8131,8,7.2
8132,36,32.4
8133,27,24.3
8134,25,22.5
8135,40,36
8136,37,33.3
8137,15,13.5
8138,30,27
8139,22,19.8
8140,34,30.6
8141,6,5.4
8142,5,4.5
8143,27,24.3
8144,46,41.4
8145,31,27.9
8146,39,35.1
8147,46,41.4
8148,27,24.3
8149,33,29.7
8150,34,30.6
8151,19,17.1
8152,47,42.3
8153,41,36.9
8154,16,14.4
8155,42,37.8
8156,32,28.8
8157,39,35.1
8158,22,19.8
8159,39,35.1
8160,37,33.3
8161,35,31.5
8162,17,15.3
8163,12,10.8
8164,33,29.7
8165,29,26.1
8166,49,44.1
8167,9,8.1
8168,41,36.9
8169,12,10.8
8170,43,38.7
8171,41,36.9
8172,47,42.3
8173,20,18
8174,25,22.5
8175,39,35.1
8176,38,34.2
8177,21,18.9
8178,24,21.6
8179,30,27
8180,11,9.9
8181,14,12.6
8182,16,14.4
8183,41,36.9
8184,38,34.2
8185,16,14.4
8186,50,45
8187,33,29.7
8188,29,26.1
8189,39,35.1
8190,16,14.4
8191,46,41.4
8192,47,42.3
8193,32,28.8
8194,23,20.7
8195,37,33.3
8196,50,45
8197,19,17.1
8198,19,17.1
8199,43,38.7
8200,16,14.4
8201,44,39.6
8202,7,6.3
8203,29,26.1
8204,49,44.1
8205,39,35.1
8206,39,35.1
8207,7,6.3
8208,16,14.4
8209,17,15.3
8210,50,45
8211,32,28.8
8212,47,42.3
8213,50,45
8214,45,40.5
8215,38,34.2
8216,30,27
8217,36,32.4
8218,44,39.6
8219,30,27
8220,43,38.7
8221,32,28.8
8222,24,21.6
8223,16,14.4
8224,14,12.6
8225,22,19.8
8226,8,7.2
8227,28,25.2
8228,43,38.7
8229,33,29.7
8230,42,37.8
8231,9,8.1
8232,28,25.2
8233,42,37.8
8234,38,34.2
8235,38,34.2
8236,9,8.1
8237,49,44.1
8238,11,9.9
8239,30,27
8240,26,23.4
8241,16,14.4
8242,12,10.8
8243,50,45
8244,27,24.3
8245,44,39.6
8246,34,30.6
8247,44,39.6
8248,31,27.9
8249,31,27.9
8250,46,41.4
8251,33,29.7
8252,9,8.1
8253,12,10.8
8254,29,26.1
8255,47,42.3
8256,48,43.2
8257,43,38.7
8258,34,30.6
8259,23,20.7
8260,46,41.4
8261,20,18
8262,33,29.7
8263,7,6.3
8264,29,26.1
8265,26,23.4
8266,39,35.1
8267,28,25.2
8268,9,8.1
8269,7,6.3
8270,37,33.3
8271,44,39.6
8272,32,28.8
8273,42,37.8
8274,19,17.1
8275,5,4.5
8276,37,33.3
8277,44,39.6
8278,44,39.6
8279,18,16.2
8280,36,32.4
8281,29,26.1
8282,12,10.8
8283,23,20.7
8284,41,36.9
8285,6,5.4
8286,18,16.2
8287,15,13.5
8288,7,6.3
8289,45,40.5
8290,23,20.7
8291,16,14.4
8292,32,28.8
8293,13,11.7
8294,50,45
8295,23,20.7
8296,43,38.7
8297,14,12.6
8298,17,15.3
8299,21,18.9
8300,10,9
8301,18,16.2
8302,17,15.3
8303,22,19.8
8304,15,13.5
8305,10,9
8306,30,27
8307,12,10.8
8308,33,29.7
8309,19,17.1
8310,47,42.3
8311,19,17.1
8312,24,21.6
8313,16,14.4
8314,43,38.7
8315,22,19.8
8316,26,23.4
8317,9,8.1
8318,19,17.1
8319,38,34.2
8320,39,35.1
8321,47,42.3
8322,50,45
8323,49,44.1
8324,9,8.1
8325,10,9
8326,18,16.2
8327,40,36
8328,10,9
8329,40,36
8330,8,7.2
8331,15,13.5
8332,42,37.8
8333,50,45
8334,35,31.5
8335,32,28.8
8336,13,11.7
8337,6,5.4
8338,5,4.5
8339,39,35.1
8340,26,23.4
8341,6,5.4
8342,41,36.9
8343,35,31.5
8344,29,26.1
8345,12,10.8
8346,31,27.9
8347,33,29.7
8348,8,7.2
8349,34,30.6
8350,46,41.4
8351,47,42.3
8352,41,36.9
8353,41,36.9
8354,12,10.8
8355,14,12.6
8356,38,34.2
8357,36,32.4
8358,42,37.8
8359,6,5.4
8360,43,38.7
8361,43,38.7
8362,27,24.3
8363,16,14.4
8364,50,45
8365,21,18.9
8366,47,42.3
8367,40,36
8368,36,32.4
8369,7,6.3
8370,18,16.2
8371,32,28.8
8372,36,32.4
8373,10,9
8374,21,18.9
8375,29,26.1
8376,9,8.1
8377,10,9
8378,26,23.4
8379,24,21.6
8380,32,28.8
8381,15,13.5
8382,37,33.3
8383,48,43.2
8384,13,11.7
8385,44,39.6
8386,50,45
8387,37,33.3
8388,29,26.1
8389,22,19.8
8390,27,24.3
8391,45,40.5
8392,50,45
8393,49,44.1
8394,36,32.4
8395,15,13.5
8396,43,38.7
8397,18,16.2
8398,13,11.7
8399,47,42.3
8400,40,36
8401,43,38.7
8402,40,36
8403,10,9
8404,25,22.5
8405,41,36.9
8406,27,24.3
8407,39,35.1
8408,27,24.3
8409,50,45
8410,18,16.2
8411,29,26.1
8412,48,43.2
8413,48,43.2
8414,36,32.4
8415,14,12.6
8416,45,40.5
8417,20,18
8418,34,30.6
8419,35,31.5
8420,23,20.7
8421,24,21.6
8422,36,32.4
8423,9,8.1
8424,21,18.9
8425,35,31.5
8426,29,26.1
8427,31,27.9
8428,39,35.1
8429,35,31.5
8430,17,15.3
8431,11,9.9
8432,45,40.5
8433,45,40.5
8434,31,27.9
8435,31,27.9
8436,27,24.3
8437,16,14.4
8438,49,44.1
8439,29,26.1
8440,5,4.5
8441,24,21.6
8442,5,4.5
8443,7,6.3
8444,8,7.2
8445,10,9
8446,36,32.4
8447,50,45
8448,36,32.4
8449,42,37.8
8450,26,23.4
8451,5,4.5
8452,33,29.7
8453,22,19.8
8454,10,9
8455,47,42.3
8456,41,36.9
8457,7,6.3
8458,9,8.1
8459,31,27.9
8460,18,16.2
8461,37,33.3
8462,18,16.2
8463,36,32.4
8464,9,8.1
8465,26,23.4
8466,49,44.1
8467,35,31.5
8468,32,28.8
8469,50,45
8470,41,36.9
8471,42,37.8
8472,37,33.3
8473,45,40.5
8474,46,41.4
8475,21,18.9
8476,33,29.7
8477,18,16.2
8478,6,5.4
8479,17,15.3
8480,25,22.5
8481,23,20.7
8482,44,39.6
8483,27,24.3
8484,11,9.9
8485,9,8.1
8486,19,17.1
8487,37,33.3
8488,25,22.5
8489,15,13.5
8490,22,19.8
8491,18,16.2
8492,39,35.1
8493,28,25.2
8494,11,9.9
8495,13,11.7
8496,26,23.4
8497,19,17.1
8498,38,34.2
8499,40,36
8500,5,4.5
8501,50,45
8502,22,19.8
8503,44,39.6
8504,34,30.6
8505,36,32.4
8506,28,25.2
8507,34,30.6
8508,25,22.5
8509,43,38.7
8510,8,7.2
8511,50,45
8512,30,27
8513,44,39.6
8514,48,43.2
8515,24,21.6
8516,49,44.1
8517,28,25.2
8518,31,27.9
8519,17,15.3
8520,43,38.7
8521,16,14.4
8522,34,30.6
8523,14,12.6
8524,10,9
8525,49,44.1
8526,45,40.5
8527,35,31.5
8528,31,27.9
8529,25,22.5
8530,39,35.1
8531,33,29.7
8532,20,18
8533,37,33.3
8534,38,34.2
8535,5,4.5
8536,13,11.7
8537,14,12.6
8538,40,36
8539,8,7.2
8540,19,17.1
8541,20,18
8542,19,17.1
8543,24,21.6
8544,38,34.2
8545,27,24.3
8546,42,37.8
8547,23,20.7
8548,43,38.7
8549,5,4.5
8550,39,35.1
8551,44,39.6
8552,49,44.1
8553,6,5.4
8554,31,27.9
8555,27,24.3
8556,32,28.8
8557,18,16.2
8558,44,39.6
8559,29,26.1
8560,8,7.2
8561,34,30.6
8562,34,30.6
8563,37,33.3
8564,44,39.6
8565,6,5.4
8566,29,26.1
8567,37,33.3
8568,37,33.3
8569,39,35.1
8570,14,12.6
8571,14,12.6
8572,10,9
8573,8,7.2
8574,22,19.8
8575,48,43.2
8576,26,23.4
8577,41,36.9
8578,50,45
8579,15,13.5
8580,39,35.1
8581,39,35.1
8582,43,38.7
8583,17,15.3
8584,10,9
8585,26,23.4
8586,12,10.8
8587,5,4.5
8588,43,38.7
8589,49,44.1
8590,48,43.2
8591,24,21.6
8592,50,45
8593,23,20.7
8594,39,35.1
8595,41,36.9
8596,5,4.5
8597,36,32.4
8598,28,25.2
8599,41,36.9
8600,22,19.8
8601,46,41.4
8602,15,13.5
8603,36,32.4
8604,6,5.4
8605,36,32.4
8606,8,7.2
8607,19,17.1
8608,13,11.7
8609,13,11.7
8610,49,44.1
8611,10,9
8612,49,44.1
8613,38,34.2
8614,21,18.9
8615,11,9.9
8616,45,40.5
8617,43,38.7
8618,20,18
8619,24,21.6
8620,10,9
8621,23,20.7
8622,8,7.2
8623,16,14.4
8624,48,43.2
8625,37,33.3
8626,13,11.7
8627,14,12.6
8628,7,6.3
8629,23,20.7
8630,41,36.9
8631,26,23.4
8632,9,8.1
8633,26,23.4
8634,23,20.7
8635,6,5.4
8636,50,45
8637,22,19.8
8638,36,32.4
8639,16,14.4
8640,47,42.3
8641,32,28.8
8642,50,45
8643,29,26.1
8644,21,18.9
8645,13,11.7
8646,11,9.9
8647,12,10.8
8648,25,22.5
8649,22,19.8
8650,16,14.4
8651,17,15.3
8652,34,30.6
8653,20,18
8654,48,43.2
8655,42,37.8
8656,37,33.3
8657,12,10.8
8658,47,42.3
8659,29,26.1
8660,21,18.9
8661,14,12.6
8662,41,36.9
8663,50,45
8664,22,19.8
8665,38,34.2
8666,19,17.1
8667,11,9.9
8668,14,12.6
8669,38,34.2
8670,10,9
8671,47,42.3
8672,9,8.1
8673,38,34.2
8674,44,39.6
8675,18,16.2
8676,48,43.2
8677,20,18
8678,41,36.9
8679,46,41.4
8680,22,19.8
8681,5,4.5
8682,39,35.1
8683,47,42.3
8684,21,18.9
8685,30,27
8686,10,9
8687,43,38.7
8688,50,45
8689,34,30.6
8690,19,17.1
8691,36,32.4
8692,14,12.6
8693,7,6.3
8694,32,28.8
8695,20,18
8696,43,38.7
8697,14,12.6
8698,30,27
8699,22,19.8
8700,9,8.1
8701,41,36.9
8702,17,15.3
8703,37,33.3
8704,5,4.5
8705,17,15.3
8706,21,18.9
8707,41,36.9
8708,31,27.9
8709,39,35.1
8710,16,14.4
8711,25,22.5
8712,35,31.5
8713,10,9
8714,45,40.5
8715,35,31.5
8716,35,31.5
8717,37,33.3
8718,41,36.9
8719,49,44.1
8720,10,9
8721,48,43.2
8722,24,21.6
8723,23,20.7
8724,18,16.2
8725,41,36.9
8726,14,12.6
8727,22,19.8
8728,7,6.3
8729,29,26.1
8730,36,32.4
8731,34,30.6
8732,10,9
8733,9,8.1
8734,22,19.8
8735,28,25.2
8736,43,38.7
8737,44,39.6
8738,5,4.5
8739,8,7.2
8740,30,27
8741,47,42.3
8742,8,7.2
8743,17,15.3
8744,44,39.6
8745,21,18.9
8746,18,16.2
8747,12,10.8
8748,12,10.8
8749,13,11.7
8750,27,24.3
8751,16,14.4
8752,46,41.4
8753,32,28.8
8754,21,18.9
8755,24,21.6
8756,5,4.5
8757,48,43.2
8758,35,31.5
8759,30,27
8760,40,36
8761,46,41.4
8762,12,10.8
8763,15,13.5
8764,47,42.3
8765,32,28.8
8766,48,43.2
8767,35,31.5
8768,32,28.8
